1610612761	1627832	6.0	14.23404255319149	3.021276595744681	7.787234042553192	2.021276595744681	2.4468085106382977	0.425531914893617	3.148936170212766	3.574468085106383	6.23404255319149	1.6170212765957446	0.3404255319148936	1.7659574468085106	2.3404255319148937	17.04255319148936	1.8297872340425532	282.0	669.0	142.0	366.0	95.0	115.0	20.0	148.0	168.0	293.0	76.0	16.0	83.0	110.0	801.0	86.0	47	2032.8510638297873	95544.0
1610612761	1627783	7.0	16.074074074074073	1.8518518518518519	5.722222222222222	3.4074074074074074	4.444444444444445	0.9074074074074074	5.925925925925926	6.833333333333333	3.388888888888889	1.0	0.6111111111111112	2.314814814814815	2.7222222222222223	19.25925925925926	3.0925925925925926	378.0	868.0	100.0	309.0	184.0	240.0	49.0	320.0	369.0	183.0	54.0	33.0	125.0	147.0	1040.0	167.0	54	2038.4444444444443	110076.0
1610612751	1629617	0.8	1.8	0.0	0.6	0.2	1.0	0.6	2.0	2.6	0.8	0.0	0.2	0.4	0.8	1.8	-2.2	4.0	9.0	0.0	3.0	1.0	5.0	3.0	10.0	13.0	4.0	0.0	1.0	2.0	4.0	9.0	-11.0	5	493.8	2469.0
1610612742	1626161	2.15	3.3	0.1	0.3	0.45	0.8	0.95	3.15	4.1	0.65	0.35	0.65	0.45	1.5	4.85	3.2	43.0	66.0	2.0	6.0	9.0	16.0	19.0	63.0	82.0	13.0	7.0	13.0	9.0	30.0	97.0	64.0	20	679.3	13586.0
1610612757	1627884	2.8	6.8	1.2	3.0	1.8	2.5	0.7	3.0	3.7	0.8	0.6	0.7	1.0	1.8	8.6	-7.4	28.0	68.0	12.0	30.0	18.0	25.0	7.0	30.0	37.0	8.0	6.0	7.0	10.0	18.0	86.0	-74.0	10	1744.7	17447.0
1610612753	203082	5.423076923076923	13.038461538461538	2.8076923076923075	7.75	2.730769230769231	3.173076923076923	0.15384615384615385	3.1538461538461537	3.3076923076923075	1.25	1.1923076923076923	0.3076923076923077	1.1346153846153846	1.6346153846153846	16.384615384615383	0.17307692307692307	282.0	678.0	146.0	403.0	142.0	165.0	8.0	164.0	172.0	65.0	62.0	16.0	59.0	85.0	852.0	9.0	52	1686.4038461538462	87693.0
1610612743	1628408	2.0625	4.729166666666667	0.5416666666666666	1.4791666666666667	0.7083333333333334	1.0625	0.4166666666666667	1.6458333333333333	2.0625	1.7916666666666667	0.3958333333333333	0.3125	0.8958333333333334	1.5	5.375	-1.0208333333333333	99.0	227.0	26.0	71.0	34.0	51.0	20.0	79.0	99.0	86.0	19.0	15.0	43.0	72.0	258.0	-49.0	48	820.625	39390.0
1610612765	203503	2.9310344827586206	6.724137931034483	1.5517241379310345	4.103448275862069	0.6896551724137931	0.6896551724137931	0.10344827586206896	1.8620689655172413	1.9655172413793103	3.0344827586206895	0.6206896551724138	0.3448275862068966	0.5862068965517241	1.6206896551724137	8.10344827586207	-1.5172413793103448	85.0	195.0	45.0	119.0	20.0	20.0	3.0	54.0	57.0	88.0	18.0	10.0	17.0	47.0	235.0	-44.0	29	1767.7586206896551	51265.0
1610612766	1626195	3.263157894736842	5.7368421052631575	0.15789473684210525	0.7368421052631579	1.631578947368421	2.4210526315789473	1.7894736842105263	4.0	5.7894736842105265	1.3157894736842106	0.47368421052631576	0.21052631578947367	1.263157894736842	1.4210526315789473	8.31578947368421	0.10526315789473684	62.0	109.0	3.0	14.0	31.0	46.0	34.0	76.0	110.0	25.0	9.0	4.0	24.0	27.0	158.0	2.0	19	958.9473684210526	18220.0
1610612757	201229	1.7777777777777777	4.333333333333333	0.8888888888888888	2.888888888888889	0.2222222222222222	0.5555555555555556	1.2222222222222223	3.4444444444444446	4.666666666666667	0.8888888888888888	0.0	0.3333333333333333	0.2222222222222222	2.0	4.666666666666667	-6.777777777777778	16.0	39.0	8.0	26.0	2.0	5.0	11.0	31.0	42.0	8.0	0.0	3.0	2.0	18.0	42.0	-61.0	9	1105.2222222222222	9947.0
