1610612748	1627773	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	0	""	""
1610612763	1627825	1.6	3.2	0.0	0.4	0.4	0.8	0.8	2.4	3.2	1.0	0.8	0.2	1.0	1.6	3.6	1.0	8.0	16.0	0.0	2.0	2.0	4.0	4.0	12.0	16.0	5.0	4.0	1.0	5.0	8.0	18.0	5.0	5	606.2	3031.0
1610612762	203481	1.1333333333333333	2.2	0.0	0.0	0.7	0.9666666666666667	1.1333333333333333	1.0666666666666667	2.2	0.2	0.26666666666666666	0.4666666666666667	0.2	1.0333333333333334	2.966666666666667	-0.16666666666666666	34.0	66.0	0.0	0.0	21.0	29.0	34.0	32.0	66.0	6.0	8.0	14.0	6.0	31.0	89.0	-5.0	30	466.93333333333334	14008.0
1610612751	203120	3.0	6.108108108108108	0.7567567567567568	2.5135135135135136	0.6756756756756757	0.8648648648648649	1.135135135135135	2.72972972972973	3.864864864864865	0.8108108108108109	0.32432432432432434	0.7567567567567568	0.5675675675675675	1.3513513513513513	7.4324324324324325	-4.216216216216216	111.0	226.0	28.0	93.0	25.0	32.0	42.0	101.0	143.0	30.0	12.0	28.0	21.0	50.0	275.0	-156.0	37	1001.1351351351351	37042.0
1610612751	203094	1.3	3.4	0.2	1.1	0.2	0.2	0.4	2.3	2.7	0.3	0.5	0.0	0.6	1.8	3.0	-6.0	13.0	34.0	2.0	11.0	2.0	2.0	4.0	23.0	27.0	3.0	5.0	0.0	6.0	18.0	30.0	-60.0	10	663.6	6636.0
1610612755	201945	3.0	7.488372093023256	0.8372093023255814	2.511627906976744	2.2325581395348837	2.7906976744186047	0.4883720930232558	2.0697674418604652	2.558139534883721	1.5116279069767442	0.4883720930232558	0.23255813953488372	0.8372093023255814	1.744186046511628	9.069767441860465	-4.232558139534884	129.0	322.0	36.0	108.0	96.0	120.0	21.0	89.0	110.0	65.0	21.0	10.0	36.0	75.0	390.0	-182.0	43	1329.4418604651162	57166.0
1610612756	200782	3.130434782608696	7.130434782608695	0.8260869565217391	2.4782608695652173	1.0434782608695652	1.2173913043478262	1.9565217391304348	5.260869565217392	7.217391304347826	1.6956521739130435	1.7826086956521738	0.21739130434782608	0.9565217391304348	2.8260869565217392	8.130434782608695	-1.0434782608695652	72.0	164.0	19.0	57.0	24.0	28.0	45.0	121.0	166.0	39.0	41.0	5.0	22.0	65.0	187.0	-24.0	23	1873.4347826086957	43089.0
