1610612742	201177	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	0	""	""
1610612739	101181	1.65625	3.40625	0.9375	2.03125	0.34375	0.4375	0.21875	1.34375	1.5625	2.375	0.625	0.0	0.90625	1.59375	4.59375	-1.09375	53.0	109.0	30.0	65.0	11.0	14.0	7.0	43.0	50.0	76.0	20.0	0.0	29.0	51.0	147.0	-35.0	32	1078.46875	34511.0
1610612748	203482	3.380952380952381	7.0	1.1904761904761905	2.9523809523809526	1.6428571428571428	2.119047619047619	1.0714285714285714	4.880952380952381	5.9523809523809526	2.261904761904762	0.9523809523809523	0.5714285714285714	2.2857142857142856	3.0952380952380953	9.595238095238095	1.1904761904761905	142.0	294.0	50.0	124.0	69.0	89.0	45.0	205.0	250.0	95.0	40.0	24.0	96.0	130.0	403.0	50.0	42	1373.8809523809523	57703.0
1610612748	203585	2.641509433962264	6.169811320754717	1.0566037735849056	3.0377358490566038	0.4339622641509434	0.7924528301886793	0.9811320754716981	2.169811320754717	3.150943396226415	1.679245283018868	0.5094339622641509	0.18867924528301888	0.7358490566037735	1.679245283018868	6.773584905660377	0.41509433962264153	140.0	327.0	56.0	161.0	23.0	42.0	52.0	115.0	167.0	89.0	27.0	10.0	39.0	89.0	359.0	22.0	53	1480.8490566037735	78485.0
1610612744	1628174	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1	170.0	170.0
